Id,When,Type,Alberta,BritishColumbia,Canada,Manitoba,NewBrunswick,NewfoundlandAndLabrador,NovaScotia,Ontario,PrinceEdwardIsland,Quebec,Saskatchewan,ModifiedDate
57068,1/1/1946 12:00:00 AM,NetInternationalMigration,1044,1278,12738,722,520,,701,5319,73,2305,765,9/29/2021 8:25:36 AM
57069,4/1/1946 12:00:00 AM,NetInternationalMigration,1718,2511,21176,1390,1029,,1293,9006,194,2567,1461,9/29/2021 8:25:36 AM
57070,7/1/1946 12:00:00 AM,NetInternationalMigration,2095,2925,25078,1738,1260,,1697,10151,222,3167,1813,9/29/2021 8:25:36 AM
57071,10/1/1946 12:00:00 AM,NetInternationalMigration,914,1905,12727,765,656,,913,5128,97,1673,672,9/29/2021 8:25:36 AM
57072,1/1/1947 12:00:00 AM,NetInternationalMigration,569,1368,8009,384,237,,413,3544,44,1153,295,9/29/2021 8:25:36 AM
57073,4/1/1947 12:00:00 AM,NetInternationalMigration,875,2066,13404,571,321,,570,6524,60,1850,553,9/29/2021 8:25:36 AM
57074,7/1/1947 12:00:00 AM,NetInternationalMigration,812,2333,18624,642,373,,707,11042,64,2104,534,9/29/2021 8:25:36 AM
57075,10/1/1947 12:00:00 AM,NetInternationalMigration,1005,2832,24090,1150,317,,604,14433,55,3165,519,9/29/2021 8:25:36 AM
57076,1/1/1948 12:00:00 AM,NetInternationalMigration,1233,2668,23076,1095,295,,456,11504,27,5126,644,9/29/2021 8:25:36 AM
57077,4/1/1948 12:00:00 AM,NetInternationalMigration,3363,3330,34199,2154,396,,652,17594,66,5330,1289,9/29/2021 8:25:36 AM
57078,7/1/1948 12:00:00 AM,NetInternationalMigration,2761,2910,33932,2047,379,,779,16433,108,6856,1643,9/29/2021 8:25:36 AM
57079,10/1/1948 12:00:00 AM,NetInternationalMigration,2358,3010,34207,2454,406,,926,16090,68,7375,1511,9/29/2021 8:25:36 AM
57080,1/1/1949 12:00:00 AM,NetInternationalMigration,2037,1766,23265,1266,181,,416,12422,40,4184,929,9/29/2021 8:25:36 AM
57081,4/1/1949 12:00:00 AM,NetInternationalMigration,2999,2472,30243,2033,249,50,474,15310,89,5419,1139,9/29/2021 8:25:36 AM
57082,7/1/1949 12:00:00 AM,NetInternationalMigration,1908,1917,22641,1228,191,43,374,11240,67,4844,815,9/29/2021 8:25:36 AM
57083,10/1/1949 12:00:00 AM,NetInternationalMigration,1575,1719,19068,1194,161,36,362,9635,44,3558,781,9/29/2021 8:25:36 AM
57084,1/1/1950 12:00:00 AM,NetInternationalMigration,1091,1181,14470,888,80,26,240,7731,41,2618,566,9/29/2021 8:25:36 AM
57085,4/1/1950 12:00:00 AM,NetInternationalMigration,2734,1701,22816,1239,226,54,398,11719,52,3718,967,9/29/2021 8:25:36 AM
57086,7/1/1950 12:00:00 AM,NetInternationalMigration,1302,1577,16964,707,174,57,277,8815,44,3335,670,9/29/2021 8:25:36 AM
57087,10/1/1950 12:00:00 AM,NetInternationalMigration,1297,1632,19662,820,183,67,252,10776,27,3904,694,9/29/2021 8:25:36 AM
57088,1/1/1951 12:00:00 AM,NetInternationalMigration,1846,1976,25914,1058,241,66,340,14710,24,4905,747,9/29/2021 8:25:36 AM
57089,4/1/1951 12:00:00 AM,NetInternationalMigration,4584,3673,53871,2642,398,47,551,30372,90,10299,1206,9/29/2021 8:25:36 AM
57090,7/1/1951 12:00:00 AM,NetInternationalMigration,1790,2457,36463,1657,20,-163,-10,22382,-24,8129,240,9/29/2021 8:25:36 AM
57091,10/1/1951 12:00:00 AM,NetInternationalMigration,2303,3201,50869,2369,10,-117,170,28217,-59,14318,475,9/29/2021 8:25:36 AM
57092,1/1/1952 12:00:00 AM,NetInternationalMigration,1747,1924,29106,1093,-161,-141,174,18568,-26,5798,150,9/29/2021 8:25:36 AM
57093,4/1/1952 12:00:00 AM,NetInternationalMigration,3820,3472,40629,1661,-166,-124,431,24482,25,6692,351,9/29/2021 8:25:36 AM
57094,7/1/1952 12:00:00 AM,NetInternationalMigration,2265,2297,20676,855,-350,-290,-198,13187,-29,2713,230,9/29/2021 8:25:36 AM
57095,10/1/1952 12:00:00 AM,NetInternationalMigration,1255,1563,13528,93,-378,-280,-265,10150,-80,1703,-217,9/29/2021 8:25:36 AM
57096,1/1/1953 12:00:00 AM,NetInternationalMigration,1456,1133,10387,249,-78,-224,-66,7995,-28,88,-20,9/29/2021 8:25:36 AM
57097,4/1/1953 12:00:00 AM,NetInternationalMigration,5326,3170,42306,2049,-189,-209,228,24551,42,6919,428,9/29/2021 8:25:36 AM
57098,7/1/1953 12:00:00 AM,NetInternationalMigration,2968,2381,30610,1819,-407,-277,-249,18639,-75,5712,93,9/29/2021 8:25:36 AM
57099,10/1/1953 12:00:00 AM,NetInternationalMigration,1686,1745,27590,794,-387,-296,-199,19818,-84,4719,-192,9/29/2021 8:25:36 AM
57100,1/1/1954 12:00:00 AM,NetInternationalMigration,1384,1288,16198,397,-229,-236,-94,12322,-57,1653,-225,9/29/2021 8:25:36 AM
57101,4/1/1954 12:00:00 AM,NetInternationalMigration,4833,3285,44210,3096,-212,-153,109,26192,-49,6601,508,9/29/2021 8:25:36 AM
57102,7/1/1954 12:00:00 AM,NetInternationalMigration,2500,1815,24814,2243,-276,-287,-28,15458,-92,2957,529,9/29/2021 8:25:36 AM
57103,10/1/1954 12:00:00 AM,NetInternationalMigration,850,1344,11855,237,-424,-285,-293,9754,-96,1022,-243,9/29/2021 8:25:36 AM
57104,1/1/1955 12:00:00 AM,NetInternationalMigration,450,959,5580,78,-335,-207,-80,5262,-64,-146,-321,9/29/2021 8:25:36 AM
57105,4/1/1955 12:00:00 AM,NetInternationalMigration,2105,2939,27323,1161,-308,-210,167,17024,-46,4427,60,9/29/2021 8:25:36 AM
57106,7/1/1955 12:00:00 AM,NetInternationalMigration,771,1707,8829,347,-512,-400,-482,7576,-75,161,-239,9/29/2021 8:25:36 AM
57107,10/1/1955 12:00:00 AM,NetInternationalMigration,351,962,6321,50,-452,-346,-412,6670,-85,112,-511,9/29/2021 8:25:36 AM
57108,1/1/1956 12:00:00 AM,NetInternationalMigration,213,1161,4805,-147,-333,-281,-227,5375,-56,-374,-519,9/29/2021 8:25:36 AM
57109,4/1/1956 12:00:00 AM,NetInternationalMigration,2349,3713,33384,922,-329,-283,-107,22566,-70,4854,-238,9/29/2021 8:25:36 AM
57110,7/1/1956 12:00:00 AM,NetInternationalMigration,1899,3135,20929,493,-314,-93,-294,12854,-81,3356,-41,9/29/2021 8:25:36 AM
57111,10/1/1956 12:00:00 AM,NetInternationalMigration,2428,4291,36986,766,-296,-75,-107,23285,-88,6687,62,9/29/2021 8:25:36 AM
57112,1/1/1957 12:00:00 AM,NetInternationalMigration,3276,7001,47031,1994,27,-57,279,24927,-58,9173,447,9/29/2021 8:25:36 AM
57113,4/1/1957 12:00:00 AM,NetInternationalMigration,9179,14068,103101,3895,240,-71,604,56110,-70,18143,935,9/29/2021 8:25:36 AM
57114,7/1/1957 12:00:00 AM,NetInternationalMigration,4298,7409,40554,1319,-293,-74,-130,20631,-75,6923,515,9/29/2021 8:25:36 AM
57115,10/1/1957 12:00:00 AM,NetInternationalMigration,1707,2423,17095,122,-397,-129,-264,10640,-93,3050,1,9/29/2021 8:25:36 AM
57116,1/1/1958 12:00:00 AM,NetInternationalMigration,852,1209,8278,-17,-97,-97,121,4751,-58,1686,-87,9/29/2021 8:25:36 AM
57117,4/1/1958 12:00:00 AM,NetInternationalMigration,2947,3850,31613,1175,-205,-103,-34,16584,-55,7081,340,9/29/2021 8:25:36 AM
57118,7/1/1958 12:00:00 AM,NetInternationalMigration,1642,1663,14757,281,-162,-101,55,7903,-85,3172,372,9/29/2021 8:25:36 AM
57119,10/1/1958 12:00:00 AM,NetInternationalMigration,832,1097,8522,-258,-357,-96,-235,5705,-82,2015,-128,9/29/2021 8:25:36 AM
57120,1/1/1959 12:00:00 AM,NetInternationalMigration,685,612,4483,-282,-306,-115,-222,3456,-58,852,-157,9/29/2021 8:25:36 AM
57121,4/1/1959 12:00:00 AM,NetInternationalMigration,2586,2545,25001,538,-332,-108,-116,14599,-55,5142,175,9/29/2021 8:25:36 AM
57122,7/1/1959 12:00:00 AM,NetInternationalMigration,1065,1297,6698,-203,-357,-106,-322,3917,-98,1693,-216,9/29/2021 8:25:36 AM
57123,10/1/1959 12:00:00 AM,NetInternationalMigration,630,340,1557,-430,-368,-135,-381,1616,-96,711,-341,9/29/2021 8:25:36 AM
57124,1/1/1960 12:00:00 AM,NetInternationalMigration,504,301,1448,-346,-363,-113,-261,1709,-76,325,-236,9/29/2021 8:25:36 AM
57125,4/1/1960 12:00:00 AM,NetInternationalMigration,2458,2316,23843,1023,-322,-130,-166,13832,-74,4606,263,9/29/2021 8:25:36 AM
57126,7/1/1960 12:00:00 AM,NetInternationalMigration,866,688,3578,-211,-400,-150,-334,2528,-104,855,-180,9/29/2021 8:25:36 AM
57127,10/1/1960 12:00:00 AM,NetInternationalMigration,401,92,-354,-484,-399,-129,-372,1071,-101,-115,-329,9/29/2021 8:25:36 AM
57128,1/1/1961 12:00:00 AM,NetInternationalMigration,236,-44,-2145,-501,-329,-119,-284,-55,-58,-700,-309,9/29/2021 8:25:36 AM
57129,4/1/1961 12:00:00 AM,NetInternationalMigration,799,844,7868,99,-327,-199,-304,5854,-86,1355,-198,9/29/2021 8:25:36 AM
57130,7/1/1961 12:00:00 AM,NetInternationalMigration,-121,266,-2175,-455,-442,-415,-632,1846,-100,-1425,-697,9/29/2021 8:25:36 AM
57131,10/1/1961 12:00:00 AM,NetInternationalMigration,-420,-228,-4164,-448,-434,-403,-551,984,-105,-1826,-712,9/29/2021 8:25:36 AM
57132,1/1/1962 12:00:00 AM,NetInternationalMigration,-379,-56,-3744,-460,-325,-310,-451,527,-79,-1596,-603,9/29/2021 8:25:36 AM
57133,4/1/1962 12:00:00 AM,NetInternationalMigration,278,599,5316,-104,-315,-375,-480,5599,-74,712,-523,9/29/2021 8:25:36 AM
57134,7/1/1962 12:00:00 AM,NetInternationalMigration,-291,355,-176,-291,-437,-444,-583,2999,-105,-546,-807,9/29/2021 8:25:36 AM
57135,10/1/1962 12:00:00 AM,NetInternationalMigration,-504,-313,-3550,-605,-489,-430,-585,1865,-103,-1597,-764,9/29/2021 8:25:36 AM
57136,1/1/1963 12:00:00 AM,NetInternationalMigration,-554,-15,-3849,-445,-416,-388,-545,826,-86,-1574,-630,9/29/2021 8:25:36 AM
57137,4/1/1963 12:00:00 AM,NetInternationalMigration,179,947,9347,-95,-427,-389,-463,8891,-81,1338,-525,9/29/2021 8:25:36 AM
57138,7/1/1963 12:00:00 AM,NetInternationalMigration,-415,619,3454,-348,-509,-502,-505,6040,-114,-44,-746,9/29/2021 8:25:36 AM
57139,10/1/1963 12:00:00 AM,NetInternationalMigration,-675,217,636,-522,-600,-496,-637,4935,-116,-625,-807,9/29/2021 8:25:36 AM
57140,1/1/1964 12:00:00 AM,NetInternationalMigration,-623,252,-1209,-459,-478,-400,-558,3247,-103,-1462,-608,9/29/2021 8:25:36 AM
57141,4/1/1964 12:00:00 AM,NetInternationalMigration,197,1683,13118,-44,-473,-438,-585,11943,-89,1475,-540,9/29/2021 8:25:36 AM
57142,7/1/1964 12:00:00 AM,NetInternationalMigration,-347,1265,5142,-509,-687,-576,-722,7530,-127,187,-841,9/29/2021 8:25:36 AM
57143,10/1/1964 12:00:00 AM,NetInternationalMigration,-585,791,3125,-600,-643,-498,-616,7136,-120,-959,-757,9/29/2021 8:25:36 AM
57144,1/1/1965 12:00:00 AM,NetInternationalMigration,-457,934,1240,-460,-543,-448,-589,5033,-102,-1437,-672,9/29/2021 8:25:36 AM
57145,4/1/1965 12:00:00 AM,NetInternationalMigration,640,2730,17322,-44,-496,-487,-536,14962,-113,1110,-434,9/29/2021 8:25:36 AM
57146,7/1/1965 12:00:00 AM,NetInternationalMigration,351,3106,13336,-254,-638,-578,-695,12221,-128,488,-526,9/29/2021 8:25:36 AM
57147,10/1/1965 12:00:00 AM,NetInternationalMigration,-303,2144,9553,-493,-610,-566,-685,11321,-103,-257,-851,9/29/2021 8:25:36 AM
57148,1/1/1966 12:00:00 AM,NetInternationalMigration,266,2810,15036,-29,-294,-267,-299,11615,-64,1540,-243,9/29/2021 8:25:36 AM
57149,4/1/1966 12:00:00 AM,NetInternationalMigration,1526,5353,37657,696,-196,-304,-126,24743,-60,5959,42,9/29/2021 8:25:36 AM
57150,7/1/1966 12:00:00 AM,NetInternationalMigration,1605,5535,28413,310,-1053,-757,-785,21283,-113,2280,106,9/29/2021 8:25:36 AM
57151,10/1/1966 12:00:00 AM,NetInternationalMigration,842,4011,22148,204,-1133,-800,-857,19092,-100,1440,-514,9/29/2021 8:25:36 AM
57152,1/1/1967 12:00:00 AM,NetInternationalMigration,1231,3690,21156,592,-898,-609,-705,16006,-89,2325,-340,9/29/2021 8:25:36 AM
57153,4/1/1967 12:00:00 AM,NetInternationalMigration,2704,6074,40688,1566,-884,-635,-501,26445,-87,6096,-60,9/29/2021 8:25:36 AM
57154,7/1/1967 12:00:00 AM,NetInternationalMigration,3293,6455,33227,1594,-1162,-865,-715,22560,-119,2111,109,9/29/2021 8:25:36 AM
57155,10/1/1967 12:00:00 AM,NetInternationalMigration,1465,3594,19343,1225,-1157,-781,-847,15520,-99,962,-510,9/29/2021 8:25:36 AM
57156,1/1/1968 12:00:00 AM,NetInternationalMigration,875,2587,10803,844,-988,-668,-760,10171,-92,-705,-415,9/29/2021 8:25:36 AM
57157,4/1/1968 12:00:00 AM,NetInternationalMigration,1775,3649,23551,1434,-1018,-733,-674,17203,-99,2238,-228,9/29/2021 8:25:36 AM
57158,7/1/1968 12:00:00 AM,NetInternationalMigration,2349,4484,24966,1330,-928,-583,-490,15381,-66,3183,309,9/29/2021 8:25:36 AM
57159,10/1/1968 12:00:00 AM,NetInternationalMigration,2388,3962,24618,1518,-885,-529,-527,15946,-74,2746,89,9/29/2021 8:25:36 AM
57160,1/1/1969 12:00:00 AM,NetInternationalMigration,1439,2520,10896,951,-640,-34,-7,6888,-91,-244,143,9/29/2021 8:25:36 AM
57161,4/1/1969 12:00:00 AM,NetInternationalMigration,1896,3586,19038,948,-691,-150,103,12102,-88,1287,48,9/29/2021 8:25:36 AM
57162,7/1/1969 12:00:00 AM,NetInternationalMigration,2335,4796,22229,1375,-741,-83,188,13148,-85,1055,225,9/29/2021 8:25:36 AM
57163,10/1/1969 12:00:00 AM,NetInternationalMigration,1966,3553,19279,1030,-818,-123,167,12948,-93,567,54,9/29/2021 8:25:36 AM
57164,1/1/1970 12:00:00 AM,NetInternationalMigration,1491,2445,13132,681,-344,-332,-57,10411,-51,-1034,-102,9/29/2021 8:25:36 AM
57165,4/1/1970 12:00:00 AM,NetInternationalMigration,1924,4158,20716,1117,-363,-373,-41,14805,-40,-440,-42,9/29/2021 8:25:36 AM
57166,7/1/1970 12:00:00 AM,NetInternationalMigration,1931,3984,18215,1081,-254,-394,-89,13274,-26,-1227,-91,9/29/2021 8:25:36 AM
57167,10/1/1970 12:00:00 AM,NetInternationalMigration,1662,3079,14689,886,-265,-320,-63,10980,-43,-1051,-182,9/29/2021 8:25:36 AM
57168,1/1/1971 12:00:00 AM,NetInternationalMigration,1366,2507,11305,831,-229,-385,-121,7734,-58,-240,-105,9/29/2021 8:25:36 AM
57169,4/1/1971 12:00:00 AM,NetInternationalMigration,1313,2970,14327,950,-131,-278,-3,9445,-16,128,-78,9/29/2021 8:25:36 AM
57170,7/1/1971 12:00:00 AM,NetInternationalMigration,1886,4570,31191,1211,338,231,565,17320,70,4558,410,9/29/2021 8:25:36 AM
57171,10/1/1971 12:00:00 AM,NetInternationalMigration,655,3542,16143,861,107,87,338,8060,12,2477,23,9/29/2021 8:25:36 AM
57172,1/1/1972 12:00:00 AM,NetInternationalMigration,1022,3067,19547,814,125,99,345,10228,16,3565,241,9/29/2021 8:25:36 AM
57173,4/1/1972 12:00:00 AM,NetInternationalMigration,1635,3932,26575,1319,118,171,255,15286,36,3325,399,9/29/2021 8:25:36 AM
57174,7/1/1972 12:00:00 AM,NetInternationalMigration,1689,4705,28777,1236,429,229,602,14831,50,4569,396,9/29/2021 8:25:36 AM
57175,10/1/1972 12:00:00 AM,NetInternationalMigration,1027,5154,23907,1027,244,47,469,12276,36,3462,74,9/29/2021 8:25:36 AM
57176,1/1/1973 12:00:00 AM,NetInternationalMigration,1158,3615,22393,896,195,117,268,12981,10,2792,286,9/29/2021 8:25:36 AM
57177,4/1/1973 12:00:00 AM,NetInternationalMigration,2632,6110,43710,1431,195,249,462,25976,38,6058,462,9/29/2021 8:25:36 AM
57178,7/1/1973 12:00:00 AM,NetInternationalMigration,1591,5939,39092,1210,253,217,543,22754,52,6138,361,9/29/2021 8:25:36 AM
57179,10/1/1973 12:00:00 AM,NetInternationalMigration,2086,7575,46219,1832,510,201,1037,25975,110,6735,173,9/29/2021 8:25:36 AM
57180,1/1/1974 12:00:00 AM,NetInternationalMigration,1764,5766,38007,1359,371,192,539,21758,59,5743,405,9/29/2021 8:25:36 AM
57181,4/1/1974 12:00:00 AM,NetInternationalMigration,2355,7158,45383,1583,364,203,453,26192,81,6469,405,9/29/2021 8:25:36 AM
57182,7/1/1974 12:00:00 AM,NetInternationalMigration,3219,8990,55537,1713,602,268,718,30579,75,8805,527,9/29/2021 8:25:36 AM
57183,10/1/1974 12:00:00 AM,NetInternationalMigration,1537,6599,35541,1164,167,94,441,20209,30,5147,150,9/29/2021 8:25:36 AM
57184,1/1/1975 12:00:00 AM,NetInternationalMigration,2202,5785,35932,1301,344,134,438,20410,49,4698,523,9/29/2021 8:25:36 AM
57185,4/1/1975 12:00:00 AM,NetInternationalMigration,4299,7446,49760,1923,309,312,501,26384,71,7631,751,9/29/2021 8:25:36 AM
57186,7/1/1975 12:00:00 AM,NetInternationalMigration,4314,7604,51018,1920,668,422,725,26068,53,8291,912,9/29/2021 8:25:36 AM
57187,10/1/1975 12:00:00 AM,NetInternationalMigration,1725,4507,24822,984,304,87,278,13255,15,3474,186,9/29/2021 8:25:36 AM
57188,1/1/1976 12:00:00 AM,NetInternationalMigration,2397,4084,27919,1079,247,145,325,13677,41,5393,482,9/29/2021 8:25:36 AM
57189,4/1/1976 12:00:00 AM,NetInternationalMigration,3285,4581,32956,1315,497,145,319,16424,66,5753,453,9/29/2021 8:25:36 AM
57190,7/1/1976 12:00:00 AM,NetInternationalMigration,3622,4591,38525,1267,409,228,690,19074,46,7902,662,9/29/2021 8:25:36 AM
57191,10/1/1976 12:00:00 AM,NetInternationalMigration,1612,3032,18768,738,106,6,267,7674,38,5115,189,9/29/2021 8:25:36 AM
57192,1/1/1977 12:00:00 AM,NetInternationalMigration,2434,2871,23423,1042,345,126,445,11312,21,4312,489,9/29/2021 8:25:36 AM
57193,4/1/1977 12:00:00 AM,NetInternationalMigration,2616,2838,23156,1145,140,118,163,12098,57,3328,567,9/29/2021 8:25:36 AM
57194,7/1/1977 12:00:00 AM,NetInternationalMigration,2883,3403,28398,1231,226,164,449,14615,35,4708,654,9/29/2021 8:25:36 AM
57195,10/1/1977 12:00:00 AM,NetInternationalMigration,627,2112,8849,538,-44,-20,206,3589,35,1859,-24,9/29/2021 8:25:36 AM
57196,1/1/1978 12:00:00 AM,NetInternationalMigration,1867,2030,16355,780,100,46,232,8115,19,2765,364,9/29/2021 8:25:36 AM
57197,4/1/1978 12:00:00 AM,NetInternationalMigration,1675,1928,12931,660,-72,59,-26,7052,39,1228,306,9/29/2021 8:25:36 AM
57198,7/1/1978 12:00:00 AM,NetInternationalMigration,1428,2042,16251,658,148,94,323,8149,34,2982,365,9/29/2021 8:25:36 AM
57199,10/1/1978 12:00:00 AM,NetInternationalMigration,184,1699,6114,261,-58,-41,88,2415,7,1679,-75,9/29/2021 8:25:36 AM
57200,1/1/1979 12:00:00 AM,NetInternationalMigration,1106,2150,14749,618,89,55,226,6905,32,3209,336,9/29/2021 8:25:36 AM
57201,4/1/1979 12:00:00 AM,NetInternationalMigration,2536,3200,24537,1027,104,155,174,12858,58,3691,639,9/29/2021 8:25:36 AM
57202,7/1/1979 12:00:00 AM,NetInternationalMigration,3400,4272,29821,1159,346,210,439,13892,83,5212,784,9/29/2021 8:25:36 AM
57203,10/1/1979 12:00:00 AM,NetInternationalMigration,2849,4390,26427,1485,314,58,406,10864,87,5254,696,9/29/2021 8:25:36 AM
57204,1/1/1980 12:00:00 AM,NetInternationalMigration,3128,4685,32538,1719,421,101,406,14647,42,6440,917,9/29/2021 8:25:36 AM
57205,4/1/1980 12:00:00 AM,NetInternationalMigration,6050,7394,49504,2593,301,329,691,23338,68,7375,1225,9/29/2021 8:25:36 AM
57206,7/1/1980 12:00:00 AM,NetInternationalMigration,5459,6444,37994,2053,372,166,454,16327,35,5557,1094,9/29/2021 8:25:36 AM
57207,10/1/1980 12:00:00 AM,NetInternationalMigration,2789,4999,20708,1173,44,-24,175,7466,26,3753,349,9/29/2021 8:25:36 AM
57208,1/1/1981 12:00:00 AM,NetInternationalMigration,3717,4460,25917,1303,182,120,329,10902,14,4182,650,9/29/2021 8:25:36 AM
57209,4/1/1981 12:00:00 AM,NetInternationalMigration,5030,5814,38093,1495,265,223,353,18654,48,5274,793,9/29/2021 8:25:36 AM
57210,7/1/1981 12:00:00 AM,NetInternationalMigration,5582,7464,51271,1654,418,156,912,26448,47,7669,831,9/29/2021 8:25:36 AM
57211,10/1/1981 12:00:00 AM,NetInternationalMigration,3393,4405,19190,691,-89,-151,118,5648,19,5251,-26,9/29/2021 8:25:36 AM
57212,1/1/1982 12:00:00 AM,NetInternationalMigration,3382,3775,21209,1060,48,108,318,9288,38,2753,380,9/29/2021 8:25:36 AM
57213,4/1/1982 12:00:00 AM,NetInternationalMigration,4479,4021,26856,1349,-258,44,269,12258,9,3839,695,9/29/2021 8:25:36 AM
57214,7/1/1982 12:00:00 AM,NetInternationalMigration,3340,3407,28015,1107,238,136,395,13846,22,5011,574,9/29/2021 8:25:36 AM
57215,10/1/1982 12:00:00 AM,NetInternationalMigration,1254,2972,10470,662,-92,-3,192,3347,24,2316,-124,9/29/2021 8:25:36 AM
57216,1/1/1983 12:00:00 AM,NetInternationalMigration,1622,2641,18278,907,41,-74,306,8607,14,3819,418,9/29/2021 8:25:36 AM
57217,4/1/1983 12:00:00 AM,NetInternationalMigration,2158,2250,17290,985,-113,46,99,8092,55,3015,602,9/29/2021 8:25:36 AM
57218,7/1/1983 12:00:00 AM,NetInternationalMigration,1588,2772,19071,1072,203,-32,352,8702,-1,4066,343,9/29/2021 8:25:36 AM
57219,10/1/1983 12:00:00 AM,NetInternationalMigration,200,2976,7304,343,-45,-162,27,2164,-12,2016,-170,9/29/2021 8:25:36 AM
57220,1/1/1984 12:00:00 AM,NetInternationalMigration,1838,2302,16318,751,81,64,221,7406,13,3094,508,9/29/2021 8:25:36 AM
57221,4/1/1984 12:00:00 AM,NetInternationalMigration,2277,2644,19214,1137,-129,130,203,9474,11,2747,587,9/29/2021 8:25:36 AM
57222,7/1/1984 12:00:00 AM,NetInternationalMigration,2175,2198,20524,803,192,28,289,10432,8,3757,692,9/29/2021 8:25:36 AM
57223,10/1/1984 12:00:00 AM,NetInternationalMigration,268,1530,3130,315,-76,-81,132,-38,12,1141,-15,9/29/2021 8:25:36 AM
57224,1/1/1985 12:00:00 AM,NetInternationalMigration,1656,2187,16289,609,109,71,303,7697,23,3191,404,9/29/2021 8:25:36 AM
57225,4/1/1985 12:00:00 AM,NetInternationalMigration,2017,2173,19559,825,-115,34,269,9897,12,3731,663,9/29/2021 8:25:36 AM
57226,7/1/1985 12:00:00 AM,NetInternationalMigration,2123,3063,23685,741,132,67,45,11348,14,5682,482,9/29/2021 8:25:36 AM
57227,10/1/1985 12:00:00 AM,NetInternationalMigration,278,1951,8923,264,-55,-42,-148,3525,21,3334,-188,9/29/2021 8:25:36 AM
57228,1/1/1986 12:00:00 AM,NetInternationalMigration,2264,3271,22492,961,130,100,245,11421,20,3539,552,9/29/2021 8:25:36 AM
